pos	strand	class	group	depth
42031859	minus	unassigned	B73	5
42031801	plus	ppl2	B73	13
42032797	minus	unassigned	Teo	5
42031830	plus	unassigned	B73	2
42031842	minus	unassigned	B73	6
42032780	minus	unassigned	Teo	8
42032123	plus	unassigned	B73	4
42032642	plus	unassigned	B73	9
42031873	minus	unassigned	Teo	2
42032909	plus	unassigned	B73	265
42033261	minus	nbr	Teo	4
42033040	minus	nbr	Teo	17
42032952	plus	unassigned	Teo	8
42033245	plus	unassigned	Teo	3
42032681	plus	ppl2	Teo	46
42032747	minus	unassigned	B73	105
42033265	minus	nbr	B73	21
42033044	minus	nbr	B73	104
42032730	minus	unassigned	B73	109
42032778	minus	unassigned	Teo	8
42031640	plus	unassigned	B73	3
42031823	minus	unassigned	B73	6
42032395	minus	unassigned	B73	23
42032761	minus	unassigned	Teo	8
42032627	plus	ppl2	B73	108
42032406	plus	ppl2	B73	67
42031890	plus	ppl2	Teo	16
42031854	minus	unassigned	Teo	2
42032762	plus	unassigned	Teo	954
42033055	plus	unassigned	Teo	9
42032516	plus	unassigned	B73	12
42032950	minus	nbr	B73	114
42032826	plus	unassigned	Teo	1486
42033201	plus	unassigned	Teo	5
42031673	plus	ppl2	B73	13
42031894	plus	ppl2	B73	16
42032728	minus	unassigned	B73	109
42033283	minus	unassigned	B73	1
42032948	minus	nbr	Teo	12
42032727	minus	nbr	Teo	46
42032759	minus	unassigned	Teo	8
42032376	minus	unassigned	B73	21
42031684	plus	unassigned	B73	2
42032390	minus	unassigned	Teo	10
42032326	plus	unassigned	B73	4
42032117	plus	unassigned	Teo	4
42033099	plus	unassigned	Teo	10
42032845	plus	unassigned	B73	6047
42033138	plus	unassigned	B73	13
42032636	plus	unassigned	Teo	30
42033392	minus	nbr	B73	2
42033171	minus	nbr	B73	49
42033390	plus	unassigned	B73	1
42033181	plus	unassigned	Teo	5
42033220	plus	unassigned	B73	4
42032553	minus	unassigned	B73	33
42032591	plus	ppl2	B73	130
42032370	plus	ppl2	B73	60
42033011	plus	unassigned	Teo	7
42032533	plus	ppl2	B73	143
42031646	minus	unassigned	B73	2
42033203	minus	nbr	Teo	6
42032584	minus	unassigned	Teo	18
42033169	minus	nbr	Teo	11
42032623	plus	ppl2	Teo	518
42032402	plus	ppl2	Teo	239
42031677	minus	unassigned	Teo	3
42031660	minus	unassigned	Teo	3
42032368	plus	ppl2	Teo	214
42032147	plus	ppl2	Teo	70
42032589	plus	ppl2	Teo	600
42032136	plus	unassigned	B73	5
42033207	minus	nbr	B73	30
42031907	plus	unassigned	B73	1
42032854	minus	nbr	Teo	19
42032889	plus	unassigned	B73	1089
42032534	minus	unassigned	B73	30
42032719	plus	unassigned	B73	658
42031832	plus	ppl2	Teo	6
42032971	plus	unassigned	B73	10
42031627	minus	unassigned	B73	2
42033264	plus	unassigned	B73	4
42031798	plus	ppl2	Teo	6
42032565	minus	unassigned	Teo	21
42032801	plus	unassigned	B73	4857
42031658	minus	unassigned	Teo	3
42031641	minus	unassigned	Teo	1
42032858	minus	nbr	B73	161
42031836	plus	ppl2	B73	10
42032711	minus	unassigned	B73	114
42032660	plus	ppl2	B73	27
42031887	plus	unassigned	B73	2
42031804	minus	unassigned	B73	6
42033330	minus	nbr	Teo	1
42032742	minus	unassigned	Teo	8
42032699	plus	unassigned	B73	10
42033296	minus	nbr	Teo	3
42033075	minus	nbr	Teo	18
42031835	minus	unassigned	Teo	2
42032529	plus	unassigned	B73	12
42032781	plus	unassigned	B73	3793
42032896	minus	unassigned	B73	1
42033074	plus	unassigned	B73	14
42032658	plus	ppl2	Teo	93
42032572	plus	unassigned	Teo	37
42032839	plus	unassigned	Teo	1378
42032611	plus	unassigned	B73	9
42032163	minus	unassigned	B73	13
42032402	plus	unassigned	Teo	16
42033384	plus	unassigned	Teo	4
42032921	plus	unassigned	Teo	22
42033214	plus	unassigned	Teo	5
42033334	minus	nbr	B73	11
42033113	minus	nbr	B73	100
42033079	minus	nbr	B73	111
42032981	minus	nbr	Teo	12
42032760	minus	nbr	Teo	49
42032709	minus	unassigned	B73	114
42032923	minus	nbr	Teo	9
42033264	minus	unassigned	B73	1
42031697	plus	unassigned	B73	1
42031901	plus	ppl2	Teo	29
42032357	minus	unassigned	B73	24
42032723	minus	unassigned	Teo	8
42032340	minus	unassigned	B73	21
42031816	minus	unassigned	Teo	2
42032388	minus	unassigned	Teo	10
42032371	minus	unassigned	Teo	11
42032382	plus	unassigned	Teo	20
42031843	plus	unassigned	B73	2
42032985	minus	nbr	B73	109
42032764	minus	nbr	B73	654
42032927	minus	nbr	B73	100
42032655	plus	unassigned	B73	1
42031905	plus	ppl2	B73	16
42032965	plus	unassigned	Teo	12
42033258	plus	unassigned	Teo	1
42033030	plus	unassigned	B73	6
42033340	plus	unassigned	Teo	1
42032338	minus	unassigned	B73	20
42032704	minus	unassigned	Teo	6
42032564	plus	ppl2	Teo	631
42032321	minus	unassigned	B73	15
42032369	minus	unassigned	Teo	11
42032352	minus	unassigned	Teo	13
42031795	minus	unassigned	B73	5
42033240	minus	nbr	B73	30
42033369	minus	nbr	B73	2
42033148	minus	nbr	B73	68
42032602	plus	ppl2	B73	122
42032984	plus	unassigned	B73	11
42032568	plus	ppl2	B73	136
42032347	plus	ppl2	B73	50
42032126	plus	ppl2	B73	19
42033277	plus	unassigned	B73	1
42032775	plus	unassigned	Teo	1156
42033068	plus	unassigned	Teo	8
42032814	plus	unassigned	B73	5320
42032515	minus	unassigned	B73	35
42033238	minus	nbr	Teo	7
42033107	plus	unassigned	B73	16
42033017	minus	nbr	Teo	9
42032605	plus	unassigned	Teo	37
42033150	plus	unassigned	Teo	10
42032546	minus	unassigned	Teo	23
42031639	minus	unassigned	Teo	1
42032891	minus	nbr	B73	73
42032833	minus	nbr	B73	283
42032683	minus	unassigned	B73	1
42032799	minus	nbr	B73	448
42031811	plus	ppl2	B73	10
42031776	minus	unassigned	B73	1
42032889	minus	nbr	Teo	7
42031790	minus	unassigned	Teo	2
42031867	plus	ppl2	Teo	16
42031646	plus	ppl2	Teo	3
42031809	plus	ppl2	Teo	7
42032339	plus	unassigned	B73	4
42032591	plus	unassigned	B73	9
42032877	minus	unassigned	B73	1
42032858	plus	unassigned	B73	5913
42032527	minus	unassigned	Teo	21
42032649	plus	unassigned	Teo	18
42032144	minus	unassigned	B73	13
42032860	minus	unassigned	B73	1
42032510	minus	unassigned	Teo	2
42033194	plus	unassigned	Teo	5
42032940	plus	unassigned	B73	49
42033233	plus	unassigned	B73	4
42032731	plus	unassigned	Teo	537
42032175	minus	unassigned	Teo	12
42033024	plus	unassigned	Teo	6
42033275	minus	nbr	B73	21
42033054	minus	nbr	B73	94
42033365	minus	nbr	Teo	1
42033144	minus	nbr	Teo	16
42033307	minus	nbr	Teo	3
42032343	plus	ppl2	Teo	144
42032122	plus	ppl2	Teo	42
42031856	plus	unassigned	B73	2
42032149	plus	unassigned	B73	4
42032858	minus	unassigned	B73	1
42032960	minus	nbr	B73	112
42032231	plus	unassigned	B73	1
42032841	minus	unassigned	B73	10
42032125	minus	unassigned	B73	8
42032978	plus	unassigned	Teo	11
42032750	plus	unassigned	B73	1423
42033043	plus	unassigned	B73	8
42032541	plus	unassigned	Teo	40
42032156	minus	unassigned	Teo	11
42032808	plus	unassigned	Teo	1523
42031683	plus	ppl2	B73	13
42033353	plus	unassigned	Teo	4
42032795	minus	nbr	Teo	32
42032958	minus	nbr	Teo	12
42032737	minus	nbr	Teo	49
42032319	minus	unassigned	B73	15
42032333	minus	unassigned	Teo	13
42033181	minus	nbr	B73	40
42031982	plus	unassigned	B73	2
42032380	plus	ppl2	B73	59
42031812	plus	unassigned	B73	2
42032105	plus	unassigned	B73	3
42033271	minus	nbr	Teo	4
42033050	minus	nbr	Teo	19
42032794	plus	unassigned	B73	4752
42033213	minus	nbr	Teo	7
42033087	plus	unassigned	B73	14
42032585	plus	unassigned	Teo	37
42032624	plus	unassigned	B73	9
42033179	minus	nbr	Teo	8
42032633	plus	ppl2	Teo	489
42033397	plus	unassigned	Teo	4
42032934	plus	unassigned	Teo	14
42033227	plus	unassigned	Teo	5
42032599	plus	ppl2	Teo	584
42032378	plus	ppl2	Teo	221
42032157	plus	ppl2	Teo	70
42032664	minus	unassigned	B73	3
42032314	minus	unassigned	Teo	15
42033217	minus	nbr	B73	35
42031757	minus	unassigned	B73	1
42032637	plus	ppl2	B73	103
42031740	minus	unassigned	B73	1
42032864	minus	nbr	Teo	16
42031792	plus	unassigned	B73	2
42031842	plus	ppl2	Teo	5
42032395	plus	unassigned	Teo	16
42032744	plus	unassigned	Teo	653
42033037	plus	unassigned	Teo	6
42032902	minus	nbr	B73	72
42032868	minus	nbr	B73	103
42031846	plus	ppl2	B73	8
42032645	minus	unassigned	B73	21
42031738	minus	unassigned	B73	1
42033340	minus	nbr	Teo	1
42033085	minus	nbr	Teo	18
42032839	minus	unassigned	B73	10
42032822	minus	unassigned	B73	21
42032106	minus	unassigned	B73	7
42033344	minus	nbr	B73	9
42033123	minus	nbr	B73	97
42032997	plus	unassigned	B73	5
42032788	plus	unassigned	Teo	1495
42032560	plus	unassigned	B73	10
42032853	minus	unassigned	Teo	1
42032137	minus	unassigned	Teo	12
42032827	plus	unassigned	B73	5704
42032351	plus	unassigned	Teo	19
42033089	minus	nbr	B73	106
42032618	plus	unassigned	Teo	35
42032322	plus	ppl2	B73	47
42032543	plus	ppl2	B73	144
42032991	minus	nbr	Teo	14
42032770	minus	nbr	Teo	50
42032120	minus	unassigned	Teo	10
42033372	plus	unassigned	B73	1
42032870	plus	unassigned	Teo	933
42033163	plus	unassigned	Teo	6
42033202	plus	unassigned	B73	8
42032700	plus	unassigned	Teo	30
42032995	minus	nbr	B73	129
42032774	minus	nbr	B73	650
42031995	plus	unassigned	B73	2
42032803	minus	unassigned	B73	51
42031825	plus	unassigned	B73	2
42032118	plus	unassigned	B73	4
42032806	minus	nbr	Teo	34
42032598	plus	unassigned	Teo	37
42032370	plus	unassigned	B73	4
42032834	minus	unassigned	Teo	2
42032118	minus	unassigned	Teo	10
42032161	plus	unassigned	Teo	13
42032200	plus	unassigned	B73	1
42033182	plus	unassigned	B73	9
42032510	plus	unassigned	Teo	37
42031910	minus	unassigned	Teo	7
42032953	plus	unassigned	B73	25
42033246	plus	unassigned	B73	4
42033250	minus	nbr	B73	26
42032670	plus	ppl2	B73	11
42033356	minus	unassigned	B73	1
42031869	plus	unassigned	B73	2
42033248	minus	nbr	Teo	7
42033027	minus	nbr	Teo	16
42032668	plus	ppl2	Teo	80
42031951	plus	unassigned	B73	1
42032244	plus	unassigned	B73	1
42032763	plus	unassigned	B73	2243
42033056	plus	unassigned	B73	13
42032554	plus	unassigned	Teo	39
42033366	plus	unassigned	Teo	4
42032903	plus	unassigned	Teo	97
42032933	minus	nbr	Teo	10
42032712	minus	nbr	Teo	25
42032626	minus	unassigned	B73	22
42032899	minus	nbr	Teo	7
42031911	plus	ppl2	Teo	29
42032640	minus	unassigned	Teo	13
42031877	plus	ppl2	Teo	18
42031656	plus	ppl2	Teo	3
42031679	plus	unassigned	B73	2
42031761	plus	unassigned	B73	1
42032794	minus	unassigned	B73	56
42032937	minus	nbr	B73	103
42032716	minus	nbr	B73	488
42031887	minus	unassigned	B73	7
42032573	plus	unassigned	B73	10
42032364	plus	unassigned	Teo	20
42032883	plus	unassigned	Teo	502
42033176	plus	unassigned	Teo	5
42032637	plus	unassigned	B73	9
42032607	minus	unassigned	B73	25
42032947	plus	unassigned	Teo	11
42033375	minus	nbr	Teo	1
42033162	minus	unassigned	B73	1
42033154	minus	nbr	Teo	14
42033012	plus	unassigned	B73	5
42032638	minus	unassigned	Teo	13
42032353	plus	ppl2	Teo	181
42032132	plus	ppl2	Teo	53
42032574	plus	ppl2	Teo	637
42033322	plus	unassigned	Teo	1
42032621	minus	unassigned	Teo	15
42033379	minus	nbr	B73	2
42033158	minus	nbr	B73	58
42032612	plus	ppl2	B73	117
42031635	plus	unassigned	B73	4
42032136	plus	ppl2	B73	23
42032578	plus	ppl2	B73	140
42032357	plus	ppl2	B73	57
42032180	plus	unassigned	B73	1
42032815	minus	unassigned	Teo	2
42032010	plus	unassigned	B73	1
42032966	plus	unassigned	B73	11
42031908	minus	unassigned	Teo	8
42033259	plus	unassigned	B73	4
42032757	plus	unassigned	Teo	884
42033143	minus	unassigned	B73	1
42032320	plus	unassigned	Teo	18
42033341	plus	unassigned	B73	1
42032952	minus	unassigned	B73	1
42033132	plus	unassigned	Teo	9
42032843	minus	nbr	B73	264
42031821	plus	ppl2	B73	9
42031693	minus	unassigned	B73	2
42033337	minus	unassigned	B73	1
42033320	minus	unassigned	B73	1
42033281	minus	nbr	Teo	4
42033060	minus	nbr	Teo	9
42031819	plus	ppl2	Teo	7
42032257	plus	unassigned	B73	1
42032413	minus	unassigned	B73	1
42032567	plus	unassigned	Teo	37
42032130	plus	unassigned	Teo	10
42031870	minus	unassigned	B73	6
42032403	plus	unassigned	B73	3
42032598	minus	unassigned	B73	30
42033385	plus	unassigned	B73	1
42033285	minus	nbr	B73	18
42033064	minus	nbr	B73	99
42032922	plus	unassigned	B73	110
42032581	minus	unassigned	B73	29
42033215	plus	unassigned	B73	5
42033227	minus	nbr	B73	31
42033006	minus	nbr	B73	135
42032713	plus	unassigned	Teo	390
42033006	plus	unassigned	Teo	7
42032647	plus	ppl2	B73	100
42033317	minus	nbr	Teo	3
42033318	minus	unassigned	B73	1
42033301	minus	unassigned	B73	1
42032516	plus	ppl2	Teo	470
42032970	minus	nbr	B73	110
42032775	minus	unassigned	B73	98
42032912	minus	nbr	B73	85
42031838	plus	unassigned	B73	2
42031868	minus	unassigned	B73	5
42032878	minus	nbr	B73	73
42032383	plus	unassigned	B73	4
42032174	plus	unassigned	Teo	14
42031851	minus	unassigned	B73	5
42032213	plus	unassigned	B73	1
42031693	plus	ppl2	B73	14
42031501	minus	unassigned	Teo	1
42031899	minus	unassigned	Teo	7
42031856	plus	ppl2	B73	8
42033195	plus	unassigned	B73	8
42031882	minus	unassigned	Teo	5
42032732	plus	unassigned	B73	869
42033025	plus	unassigned	B73	5
42032968	minus	nbr	Teo	12
42032747	minus	nbr	Teo	49
42032523	plus	unassigned	Teo	42
42033335	plus	unassigned	Teo	1
42032619	minus	unassigned	Teo	15
42032602	minus	unassigned	Teo	17
42032756	minus	unassigned	B73	99
42033191	minus	nbr	B73	32
42033354	minus	nbr	B73	8
42033133	minus	nbr	B73	96
42031849	minus	unassigned	B73	5
42032787	minus	unassigned	Teo	8
42032193	plus	unassigned	B73	1
42031832	minus	unassigned	B73	6
42032390	plus	ppl2	B73	61
42032770	minus	unassigned	Teo	8
42032111	plus	ppl2	B73	18
42032553	plus	ppl2	B73	151
42032332	plus	ppl2	B73	47
42033223	minus	nbr	Teo	7
42033002	minus	nbr	Teo	12
42031863	minus	unassigned	Teo	2
42031964	plus	unassigned	B73	1
42032333	plus	unassigned	Teo	19
42033189	minus	nbr	Teo	6
42032643	plus	ppl2	Teo	473
42032776	plus	unassigned	B73	3057
42033069	plus	unassigned	B73	13
42032606	plus	unassigned	B73	9
42032167	plus	ppl2	Teo	85
42032388	plus	ppl2	Teo	222
42032109	plus	ppl2	Teo	36
42033379	plus	unassigned	Teo	4
42033151	plus	unassigned	B73	16
42032933	minus	unassigned	B73	1
42032916	plus	unassigned	Teo	46
42033209	plus	unassigned	Teo	5
42031674	minus	unassigned	B73	2
42033292	minus	unassigned	B73	1
42032874	minus	nbr	Teo	9
42032816	minus	nbr	Teo	34
42032385	minus	unassigned	B73	21
42031852	plus	ppl2	Teo	9
42031631	plus	ppl2	Teo	3
42031774	plus	unassigned	B73	1
42032586	plus	unassigned	B73	9
42032377	plus	unassigned	Teo	20
42033398	plus	unassigned	B73	1
42032896	plus	unassigned	Teo	169
42033189	plus	unassigned	Teo	5
42032935	plus	unassigned	B73	50
42033228	plus	unassigned	B73	4
42032726	plus	unassigned	Teo	512
42033019	plus	unassigned	Teo	6
42033260	minus	nbr	B73	22
42031635	plus	ppl2	B73	11
42032579	minus	unassigned	B73	32
42032562	minus	unassigned	B73	33
42033101	plus	unassigned	Teo	10
42031655	minus	unassigned	B73	2
42033350	minus	nbr	Teo	1
42032593	minus	unassigned	Teo	18
42033095	minus	nbr	Teo	15
42031686	minus	unassigned	Teo	3
42033258	minus	nbr	Teo	4
42033037	minus	nbr	Teo	18
42032678	plus	ppl2	Teo	49
42032406	minus	unassigned	Teo	18
42031648	plus	unassigned	B73	3
42033099	minus	nbr	B73	99
42032780	minus	nbr	Teo	50
42032943	minus	nbr	Teo	10
42032979	plus	unassigned	B73	11
42032722	minus	nbr	Teo	43
42032542	plus	unassigned	B73	11
42032543	minus	unassigned	B73	33
42032809	plus	unassigned	B73	5300
42031700	plus	ppl2	Teo	6
42031636	minus	unassigned	B73	2
42033354	plus	unassigned	B73	1
42032852	plus	unassigned	Teo	1396
42032574	minus	unassigned	Teo	21
42033145	plus	unassigned	Teo	10
42031887	plus	ppl2	Teo	16
42031667	minus	unassigned	Teo	3
42032784	minus	nbr	B73	646
42032947	minus	nbr	B73	110
42032726	minus	nbr	B73	613
42032737	minus	unassigned	B73	106
42032720	minus	unassigned	B73	113
42032768	minus	unassigned	Teo	8
42031977	plus	unassigned	B73	1
42031813	minus	unassigned	B73	6
42032751	minus	unassigned	Teo	8
42031807	plus	unassigned	B73	2
42032789	plus	unassigned	B73	4537
42032352	plus	unassigned	B73	4
42031844	minus	unassigned	Teo	2
42033385	minus	nbr	Teo	1
42033164	minus	nbr	Teo	12
42032619	plus	unassigned	B73	9
42032143	plus	unassigned	Teo	11
42032871	plus	unassigned	B73	4270
42033164	plus	unassigned	B73	10
42032142	plus	ppl2	Teo	59
42032584	plus	ppl2	Teo	611
42032363	plus	ppl2	Teo	200
42032929	plus	unassigned	Teo	13
42032701	plus	unassigned	B73	38
42033304	plus	unassigned	Teo	1
42033202	minus	nbr	B73	30
42033389	minus	nbr	B73	2
42033168	minus	nbr	B73	50
42032718	minus	unassigned	B73	113
42032622	plus	ppl2	B73	112
42032401	plus	ppl2	B73	67
42033273	minus	unassigned	B73	1
42032701	minus	unassigned	B73	16
42032367	plus	ppl2	B73	58
42032146	plus	ppl2	B73	24
42032588	plus	ppl2	B73	129
42032749	minus	unassigned	Teo	8
42032366	minus	unassigned	B73	22
42032732	minus	unassigned	Teo	8
42031793	plus	ppl2	Teo	6
42032397	minus	unassigned	Teo	12
42031825	minus	unassigned	Teo	2
42032380	minus	unassigned	Teo	11
42032396	plus	unassigned	B73	3
42031933	plus	unassigned	B73	1
42032226	plus	unassigned	B73	1
42032853	minus	nbr	B73	197
42032745	plus	unassigned	B73	1152
42033038	plus	unassigned	B73	6
42032536	plus	unassigned	Teo	41
42031831	plus	ppl2	B73	8
42033081	plus	unassigned	Teo	7
42031797	plus	ppl2	B73	14
42033348	plus	unassigned	Teo	4
42033120	plus	unassigned	B73	12
42033254	minus	unassigned	B73	1
42033291	minus	nbr	Teo	4
42033070	minus	nbr	Teo	17
42031666	plus	ppl2	Teo	4
42031829	plus	ppl2	Teo	6
42032347	minus	unassigned	B73	19
42031650	minus	unassigned	Teo	3
42032330	minus	unassigned	B73	17
42032378	minus	unassigned	Teo	11
42032361	minus	unassigned	Teo	15
42033295	minus	nbr	B73	14
42033074	minus	nbr	B73	112
42032555	plus	unassigned	B73	11
42032346	plus	unassigned	Teo	19
42032865	plus	unassigned	Teo	1185
42033158	plus	unassigned	Teo	7
42032524	minus	unassigned	B73	32
42033327	minus	nbr	Teo	2
42033106	minus	nbr	Teo	13
42033240	plus	unassigned	Teo	4
42032555	minus	unassigned	Teo	23
42032526	plus	ppl2	Teo	571
42032172	minus	unassigned	B73	12
42031648	minus	unassigned	Teo	1
42031631	minus	unassigned	Teo	1
42032980	minus	nbr	B73	113
42031787	plus	unassigned	B73	1
42032978	minus	nbr	Teo	12
42032757	minus	nbr	Teo	48
42032599	plus	unassigned	B73	9
42032162	plus	unassigned	B73	4
42032886	minus	unassigned	B73	1
42032948	plus	unassigned	B73	40
42032536	minus	unassigned	Teo	23
42032739	plus	unassigned	Teo	557
42032511	plus	unassigned	B73	12
42032153	minus	unassigned	B73	13
42032991	plus	unassigned	Teo	6
42031629	minus	unassigned	Teo	1
42033284	plus	unassigned	Teo	1
42032821	plus	unassigned	Teo	1496
42033114	plus	unassigned	Teo	9
42033233	minus	nbr	Teo	7
42033012	minus	nbr	Teo	10
42032713	minus	unassigned	Teo	8
42033199	minus	nbr	Teo	6
42032653	plus	ppl2	Teo	92
42031946	plus	unassigned	B73	1
42031806	minus	unassigned	Teo	2
42032398	plus	ppl2	Teo	219
42032239	plus	unassigned	B73	1
42032867	minus	unassigned	B73	1
42032134	minus	unassigned	B73	9
42032549	plus	unassigned	Teo	40
42032321	plus	unassigned	B73	4
42032850	minus	unassigned	B73	3
42032112	plus	unassigned	Teo	4
42033094	plus	unassigned	Teo	8
42032631	plus	unassigned	Teo	31
42032165	minus	unassigned	Teo	11
42033237	minus	nbr	B73	29
42033016	minus	nbr	B73	114
42033367	plus	unassigned	B73	1
42032657	plus	ppl2	B73	27
42032884	minus	nbr	Teo	6
42032904	plus	unassigned	B73	379
42031641	plus	ppl2	Teo	3
42031862	plus	ppl2	Teo	12
42032328	minus	unassigned	B73	17
42032359	minus	unassigned	Teo	15
42032922	minus	nbr	B73	87
42032692	minus	unassigned	B73	2
42032342	minus	unassigned	Teo	13
42032888	minus	nbr	B73	74
42031900	plus	ppl2	B73	16
42031785	minus	unassigned	B73	1
42031866	plus	ppl2	B73	11
42031645	plus	ppl2	B73	11
42032365	plus	unassigned	B73	4
42032156	plus	unassigned	Teo	12
42031902	plus	unassigned	B73	2
42032884	plus	unassigned	B73	2235
42033360	minus	nbr	Teo	1
42033177	plus	unassigned	B73	10
42032714	plus	unassigned	B73	542
42033007	plus	unassigned	B73	5
42033050	plus	unassigned	Teo	9
42033317	plus	unassigned	Teo	1
42032673	minus	unassigned	B73	3
42032323	minus	unassigned	Teo	13
42033364	minus	nbr	B73	3
42033143	minus	nbr	B73	83
42031766	minus	unassigned	B73	1
42032121	plus	ppl2	B73	19
42032563	plus	ppl2	B73	136
42032342	plus	ppl2	B73	51
42032790	minus	nbr	Teo	33
42031797	minus	unassigned	Teo	2
42031882	plus	unassigned	B73	2
42032175	plus	unassigned	B73	4
42032005	plus	unassigned	B73	2
42032694	plus	unassigned	B73	1
42032315	plus	unassigned	Teo	18
42032119	plus	ppl2	Teo	42
42033297	plus	unassigned	Teo	1
42032517	minus	unassigned	Teo	23
42032758	plus	unassigned	B73	2061
42032794	minus	nbr	B73	446
42032840	plus	unassigned	B73	6049
42033133	plus	unassigned	B73	12
42032654	minus	unassigned	B73	3
42032826	minus	nbr	Teo	26
42031747	minus	unassigned	B73	1
42031804	plus	ppl2	Teo	6
42031756	plus	unassigned	B73	1
42032848	minus	unassigned	B73	3
42032568	plus	unassigned	B73	10
42032115	minus	unassigned	B73	7
42032359	plus	unassigned	Teo	19
42032131	plus	unassigned	B73	5
42032831	minus	unassigned	B73	10
42033270	minus	nbr	B73	21
42032878	plus	unassigned	Teo	551
42032650	plus	unassigned	B73	1
42031808	plus	ppl2	B73	13
42032917	plus	unassigned	B73	148
42032146	minus	unassigned	Teo	12
42032708	plus	unassigned	Teo	193
42032632	plus	ppl2	B73	107
42032960	plus	unassigned	Teo	10
42033253	plus	unassigned	Teo	1
42033302	minus	nbr	Teo	3
42033268	minus	nbr	Teo	4
42033047	minus	nbr	Teo	19
42032829	minus	unassigned	B73	13
42033306	minus	nbr	B73	14
42032378	plus	unassigned	B73	4
42032169	plus	unassigned	Teo	14
42032812	minus	unassigned	B73	49
42032953	minus	nbr	Teo	13
42032732	minus	nbr	Teo	48
42031905	minus	unassigned	B73	7
42032843	minus	unassigned	Teo	1
42032127	minus	unassigned	Teo	12
42032110	minus	unassigned	Teo	10
42033063	plus	unassigned	Teo	8
42031897	plus	ppl2	Teo	27
42031676	plus	ppl2	Teo	5
42032524	plus	unassigned	B73	12
42033336	plus	unassigned	B73	1
42032834	plus	unassigned	Teo	1411
42033127	plus	unassigned	Teo	9
42032957	minus	nbr	B73	112
42032736	minus	nbr	B73	644
42031692	plus	unassigned	B73	1
42031959	plus	unassigned	B73	1
42033395	minus	nbr	Teo	1
42033174	minus	nbr	Teo	8
42032152	plus	ppl2	Teo	70
42032594	plus	ppl2	Teo	601
42032373	plus	ppl2	Teo	211
42032334	plus	unassigned	B73	4
42032536	plus	ppl2	Teo	616
42032125	plus	unassigned	Teo	5
42032853	plus	unassigned	B73	6182
42033146	plus	unassigned	B73	16
42032644	plus	unassigned	Teo	30
42033212	minus	nbr	B73	33
42033399	minus	nbr	B73	2
42033178	minus	nbr	B73	41
42032635	minus	unassigned	B73	22
42032377	plus	ppl2	B73	59
42032156	plus	ppl2	B73	27
42032598	plus	ppl2	B73	129
42032319	plus	ppl2	B73	47
42032409	plus	ppl2	Teo	240
42032144	plus	unassigned	B73	4
42032863	minus	nbr	B73	97
42032805	minus	nbr	B73	429
42031841	plus	ppl2	B73	8
42032208	plus	unassigned	B73	1
42032897	plus	unassigned	B73	623
42032727	plus	unassigned	B73	807
42032518	plus	unassigned	Teo	42
42033272	plus	unassigned	B73	4
42032770	plus	unassigned	Teo	1097
42032616	minus	unassigned	B73	22
42033171	minus	unassigned	B73	1
42033102	plus	unassigned	B73	14
42033080	minus	nbr	Teo	18
42032600	plus	unassigned	Teo	37
42031839	plus	ppl2	Teo	6
42032647	minus	unassigned	Teo	10
42032663	plus	ppl2	Teo	90
42032630	minus	unassigned	Teo	15
42031895	plus	unassigned	B73	2
42033084	minus	nbr	B73	109
42032188	plus	unassigned	B73	1
42033247	minus	nbr	B73	26
42033026	minus	nbr	B73	118
42032018	plus	unassigned	B73	1
42032667	plus	ppl2	B73	16
42032824	minus	unassigned	Teo	2
42032537	plus	unassigned	B73	11
42032108	minus	unassigned	Teo	10
42032328	plus	unassigned	Teo	18
42033337	minus	nbr	Teo	1
42033116	minus	nbr	Teo	15
42033169	minus	unassigned	B73	1
42033082	plus	unassigned	B73	14
42032580	plus	unassigned	Teo	37
42033349	plus	unassigned	B73	1
42032847	plus	unassigned	Teo	1374
42032315	plus	ppl2	Teo	100
42032410	plus	unassigned	Teo	15
42031900	minus	unassigned	Teo	7
42033392	plus	unassigned	Teo	4
42033222	plus	unassigned	Teo	5
42032990	minus	nbr	B73	114
42032932	minus	nbr	B73	101
42032711	minus	nbr	B73	178
42032898	minus	nbr	B73	73
42031910	plus	ppl2	B73	16
42032801	minus	nbr	Teo	32
42031876	plus	ppl2	B73	13
42031655	plus	ppl2	B73	11
42033346	minus	unassigned	B73	1
42032988	minus	nbr	Teo	13
42032767	minus	nbr	Teo	50
42032709	minus	nbr	Teo	14
42032805	minus	unassigned	Teo	3
42031769	plus	unassigned	B73	1
42031908	plus	ppl2	Teo	29
42032138	plus	unassigned	Teo	11
42032390	plus	unassigned	Teo	17
42031851	plus	unassigned	B73	3
42031896	minus	unassigned	B73	7
42032973	plus	unassigned	Teo	12
42033266	plus	unassigned	Teo	1
42033374	minus	nbr	B73	2
42033153	minus	nbr	B73	64
42032803	plus	unassigned	Teo	1522
42032352	plus	ppl2	B73	57
42032131	plus	ppl2	B73	22
42032573	plus	ppl2	B73	141
42033243	minus	nbr	Teo	7
42033022	minus	nbr	Teo	9
42033327	minus	unassigned	B73	1
42033310	minus	unassigned	B73	1
42032605	plus	ppl2	Teo	552
42032403	minus	unassigned	B73	31
42032129	plus	ppl2	Teo	53
42032784	minus	unassigned	B73	96
42031877	minus	unassigned	B73	5
42031860	minus	unassigned	B73	5
42032992	plus	unassigned	B73	5
42032783	plus	unassigned	Teo	1446
